Gender,Course1,Course1,Course,Strand Code,Strand,,,,,Salary,GWA
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,62085,91
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Secondary Education major in English - BSED ENGLISH,ABM,"Accountancy, Business and Management (ABM)",,,,,78269,74
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,33282,88
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,117677,85
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,27511,86
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,23279,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ABM,"Accountancy, Business and Management (ABM)",,,,,91566,95
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Undecided,HE,Home Economics (HE),,,,,16667,76
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Science in Accountancy - BSA,HUMSS,Humanities and Social Sciences (HUMSS),,,,,15277,70
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,19551,73
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,71825,76
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,Bachelor of Science in Hospitality Management - BSHM,HUMSS,Humanities and Social Sciences (HUMSS),,,,,45480,73
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,38923,93
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,70457,81
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,40368,93
Female    ,Bachelor of Science in Nursing - BSN,Not in the list,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,35735,83
Female    ,Bachelor of Science in Accountancy - BSA,Not in the list,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,38588,78
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,14037,84
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,128031,91
Female    ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,113423,92
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,26925,86
Male      ,Bachelor of Science in Information Technology - BSIT,NO CHOSEN COURSE,NO CHOSEN COURSE,ICT,Information and Communications Technology (ICT),,,,,116417,79
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,106308,81
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,51298,84
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,79183,92
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,60129,72
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,10674,77
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,HUMSS,Humanities and Social Sciences (HUMSS),,,,,104938,72
Female    ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,17246,93
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Hospitality Management - BSHM,HUMSS,Humanities and Social Sciences (HUMSS),,,,,113764,81
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,86574,93
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,15350,75
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,76184,93
Male      ,NO CHOSEN COURSE,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,15485,71
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,84054,95
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,38505,100
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,65325,83
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,104871,88
Female    ,Not in the list,Not in the list,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,102481,88
Male      ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,62497,83
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,15102,74
Male      ,NO CHOSEN COURSE,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,97856,70
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,127326,71
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,67207,95
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,32878,91
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,86573,81
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Not in the list,ICT,Information and Communications Technology (ICT),,,,,25599,96
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,90989,82
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,108203,96
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,111438,87
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,37712,77
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,41288,72
Male      ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,NO CHOSEN COURSE,HUMSS,Humanities and Social Sciences (HUMSS),,,,,42962,75
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,61285,71
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,30888,77
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,79442,97
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,35889,100
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Science in Information Technology - BSIT,GA,General Academic (GA) ,,,,,47661,92
Female    ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Information Technology - BSIT,ABM,"Accountancy, Business and Management (ABM)",,,,,114332,77
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,ABM,"Accountancy, Business and Management (ABM)",,,,,81780,91
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,82986,84
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,118668,72
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,10714,98
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Information Technology - BSIT,Bachelor of Elementary Education - BEED,HE,Home Economics (HE),,,,,23280,77
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Information Technology - BSIT,HE,Home Economics (HE),,,,,12605,84
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,38477,100
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,94963,81
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Mathematics - BSED MATH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,121441,70
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,56637,85
Female    ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,87332,92
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,93436,77
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,56237,95
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Information Technology - BSIT,HUMSS,Humanities and Social Sciences (HUMSS),,,,,11975,98
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,54988,99
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Mathematics - BSED MATH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,46050,70
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,56274,97
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Accountancy - BSA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,56023,86
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,115860,95
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,118033,98
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,129845,73
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,91680,99
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Nursing - BSN,Undecided,HE,Home Economics (HE),,,,,45899,72
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,122506,72
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,Undecided,ABM,"Accountancy, Business and Management (ABM)",,,,,37092,100
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,39114,92
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,66128,80
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Computer Science - BSCS,ABM,"Accountancy, Business and Management (ABM)",,,,,115949,72
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,GA,General Academic (GA) ,,,,,98408,88
-         ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Not in the list,ICT,Information and Communications Technology (ICT),,,,,75673,78
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,126021,70
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,30784,76
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,124661,74
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,73602,82
Female    ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,42673,91
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,15219,76
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,53555,79
Female    ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,46061,98
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,114255,90
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Information Technology - BSIT,Not in the list,HE,Home Economics (HE),,,,,103155,87
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,107138,100
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Nursing - BSN,Bachelor of Science in Accountancy - BSA,HE,Home Economics (HE),,,,,12937,74
Female    ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,45501,92
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,54567,97
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,71045,100
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,62098,70
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,83267,71
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,99197,100
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Accountancy - BSA,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,122240,83
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,84876,85
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Information Technology - BSIT,ABM,"Accountancy, Business and Management (ABM)",,,,,101973,80
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,52359,72
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Information Technology - BSIT,Undecided,ICT,Information and Communications Technology (ICT),,,,,30010,79
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,81368,95
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,30226,97
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,50043,78
Male      ,NO CHOSEN COURSE,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,106075,86
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,35831,94
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,56380,94
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,25900,70
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,22348,94
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Information Technology - BSIT,HUMSS,Humanities and Social Sciences (HUMSS),,,,,114286,96
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,16922,84
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,22440,90
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,29969,79
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,64408,97
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102521,94
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,96841,84
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,11585,81
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,20334,78
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,94756,77
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,73550,79
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,55951,85
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,HE,Home Economics (HE),,,,,115148,98
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,128909,80
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,14385,97
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,30752,96
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,83722,84
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,90051,97
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,100005,91
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,123455,70
